file_name,feature_x_1,feature_x_2,feature_x_3,feature_x_4,feature_x_5,feature_y_1,feature_y_2,feature_y_3,feature_y_4,feature_y_5,is_gan
11103.png,127,76,86,,,90,89,142,,,No
11104.png,127,75,,,,88,89,,,,No
11105.png,102,77,125,,,127,90,89,,,No
11106.png,103,73,127,,,121,88,85,,,No
11107.png,127,80,99,,,88,89,145,,,No
11109.png,126,75,,,,90,92,,,,No
11110.png,126,75,,,,89,89,,,,No
11111.png,80,35,132,,,143,83,78,,,No
11112.png,128,77,88,,,89,88,142,,,No
11113.png,128,91,,,,95,70,,,,No
11114.png,127,76,90,,,88,88,144,,,No
11115.png,76,125,80,,,88,88,140,,,No
11116.png,128,74,,,,89,88,,,,No
11117.png,75,126,,,,89,88,,,,No
11118.png,75,125,89,,,91,88,144,,,No
11119.png,126,76,,,,89,90,,,,No
11120.png,81,122,,,,88,88,,,,No
11121.png,80,125,77,73,,143,88,90,73,,No
11122.png,77,127,97,,,90,88,147,,,No
11123.png,88,77,,,,89,81,,,,No
11124.png,113,125,112,,,21,90,143,,,No
11125.png,81,128,75,74,,137,90,90,78,,No
11127.png,127,83,,,,92,91,,,,No
11128.png,127,76,,,,88,90,,,,No
11129.png,126,75,102,,,89,89,139,,,No
11130.png,75,127,,,,88,91,,,,No
11131.png,132,124,,,,80,87,,,,No
11132.png,124,,,,,88,,,,,No
11133.png,80,76,62,128,,146,90,92,91,,No
11134.png,122,74,127,,,186,90,91,,,No
11135.png,127,76,,,,88,85,,,,No
11136.png,72,,,,,88,,,,,No
11137.png,126,76,100,,,89,88,135,,,No
11138.png,127,75,,,,88,88,,,,No
11140.png,128,76,,,,87,90,,,,No
11141.png,126,76,,,,90,88,,,,No
11142.png,128,99,72,,,89,136,82,,,No
11143.png,127,76,,,,88,89,,,,No
11144.png,130,75,,,,91,90,,,,No
11145.png,77,120,129,,,89,144,86,,,No
11146.png,78,126,96,,,87,88,151,,,No
11147.png,128,74,98,,,89,88,134,,,No
11148.png,78,125,,,,90,88,,,,No
11149.png,120,108,,,,87,143,,,,No
11150.png,76,125,,,,90,91,,,,No
11151.png,77,127,83,,,89,89,136,,,No
11152.png,77,,,,,89,,,,,No
11153.png,76,126,,,,87,87,,,,No
11154.png,125,76,107,93,,90,90,112,110,,No
11155.png,78,127,178,81,,89,90,164,139,,No
11156.png,79,95,126,,,89,122,89,,,No
11157.png,125,76,,,,89,87,,,,No
11158.png,119,79,80,129,,138,91,137,88,,No
11159.png,127,78,,,,90,92,,,,No
11160.png,127,79,74,,,88,137,90,,,No
11161.png,127,77,,,,87,89,,,,No
11162.png,126,98,75,,,88,147,88,,,No
11163.png,121,112,94,,,84,70,140,,,No
11164.png,84,129,118,,,140,92,82,,,No
11165.png,127,123,,,,87,73,,,,No
11166.png,74,129,101,,,88,88,140,,,No
11167.png,98,,,,,162,,,,,No
11168.png,76,127,,,,87,89,,,,No
11169.png,86,76,126,,,147,88,88,,,No
11170.png,80,129,106,103,,89,88,180,131,,No
11171.png,84,126,75,137,,140,91,87,85,,No
11172.png,79,,,,,88,,,,,No
11173.png,83,,,,,80,,,,,No
11174.png,126,76,100,,,87,89,140,,,No
11175.png,126,76,156,,,90,85,76,,,No
11176.png,73,126,,,,89,89,,,,No
11177.png,128,77,,,,90,89,,,,No
11178.png,127,113,73,,,90,132,88,,,No
11179.png,117,,,,,85,,,,,No
11180.png,124,77,,,,90,87,,,,No
11181.png,124,77,,,,87,90,,,,No
11182.png,87,,,,,42,,,,,No
11183.png,124,78,107,,,88,89,141,,,No
11184.png,127,74,,,,89,89,,,,No
11185.png,127,68,76,,,90,90,89,,,No
11186.png,75,126,92,70,,89,90,30,76,,No
11187.png,120,83,,,,88,88,,,,No
11188.png,102,125,77,99,,123,84,88,153,,No
11189.png,125,76,102,,,89,89,135,,,No
11190.png,125,75,,,,87,87,,,,No
11191.png,79,121,,,,88,90,,,,No
11192.png,117,98,109,,,89,140,82,,,No
11193.png,76,123,,,,90,90,,,,No
11194.png,127,74,101,,,89,92,143,,,No
11195.png,75,127,99,,,91,88,133,,,No
11196.png,126,,,,,88,,,,,No
11197.png,75,126,,,,88,89,,,,No
11198.png,123,,,,,74,,,,,No
11199.png,126,76,83,,,90,90,140,,,No
11200.png,78,125,78,,,148,86,89,,,No
11201.png,122,80,,,,89,89,,,,No
11202.png,76,129,,,,90,90,,,,No
11203.png,127,75,102,,,87,90,137,,,No
11204.png,124,106,,,,89,139,,,,No
11205.png,128,74,,,,90,87,,,,No
11206.png,127,74,,,,89,90,,,,No
11207.png,82,125,82,,,88,90,69,,,No
11208.png,77,126,99,,,90,89,139,,,No
11209.png,76,128,108,,,88,89,156,,,No
11210.png,75,128,,,,89,89,,,,No
11211.png,127,76,,,,87,89,,,,No
11212.png,128,112,,,,88,140,,,,No
11213.png,127,78,,,,88,87,,,,No
11214.png,97,128,,,,128,90,,,,No
11215.png,79,129,,,,91,90,,,,No
11216.png,129,,,,,90,,,,,No
11217.png,79,106,,,,88,142,,,,No
11218.png,126,77,,,,89,90,,,,No
11219.png,127,75,,,,90,90,,,,No
11220.png,128,103,,,,87,144,,,,No
11221.png,129,80,78,68,,90,143,91,82,,No
11222.png,79,,,,,79,,,,,No
11223.png,127,82,119,,,89,91,141,,,No
11224.png,81,127,75,118,,141,89,89,141,,No
11225.png,127,,,,,89,,,,,No
11226.png,76,125,76,117,,88,88,65,77,,No
11227.png,127,75,,,,88,86,,,,No
11228.png,105,129,,,,153,91,,,,No
11229.png,127,74,,,,88,89,,,,No
11230.png,126,85,,,,86,143,,,,No
11231.png,77,127,114,,,91,89,139,,,No
11232.png,129,75,118,,,90,89,141,,,No
11233.png,80,126,80,119,,88,88,143,145,,No
11234.png,126,76,113,85,76,90,88,135,136,73,No
11235.png,126,77,97,73,,89,90,119,80,,No
11236.png,125,77,,,,87,86,,,,No
11237.png,100,,,,,139,,,,,No
11238.png,123,80,,,,92,93,,,,No
11239.png,126,74,,,,87,88,,,,No
11240.png,126,78,74,85,,88,139,91,92,,No
11241.png,79,123,98,,,90,88,140,,,No
11242.png,125,76,,,,89,86,,,,No
11243.png,76,127,,,,89,88,,,,No
11244.png,80,122,88,,,90,89,89,,,No
11245.png,74,126,,,,86,88,,,,No
11246.png,76,126,,,,88,88,,,,No
11247.png,128,,,,,89,,,,,No
11249.png,127,,,,,89,,,,,No
11250.png,77,126,89,105,,90,85,122,143,,No
11251.png,78,128,92,,,91,91,25,,,No
11252.png,73,127,,,,88,89,,,,No
11253.png,128,69,102,,,88,91,136,,,No
11254.png,74,128,84,,,89,86,135,,,No
11255.png,109,73,126,,,144,87,89,,,No
11256.png,77,125,75,117,,89,88,72,141,,No
11257.png,77,127,110,100,,89,87,138,138,,No
11258.png,129,77,112,,,88,89,143,,,No
11259.png,127,77,,,,89,87,,,,No
11260.png,103,124,75,99,,144,87,89,22,,No
11261.png,129,,,,,89,,,,,No
11262.png,125,74,,,,88,89,,,,No
11263.png,82,76,126,69,,139,91,91,85,,No
11264.png,89,75,127,115,92,139,91,91,134,120,No
11265.png,127,117,,,,90,134,,,,No
11266.png,127,72,,,,88,89,,,,No
11267.png,128,,,,,89,,,,,No
11268.png,78,121,,,,90,84,,,,No
11269.png,129,75,,,,90,88,,,,No
11270.png,122,,,,,89,,,,,No
11271.png,77,129,,,,90,87,,,,No
11272.png,77,128,72,83,,90,89,75,145,,No
11273.png,116,,,,,141,,,,,No
11274.png,126,77,,,,88,91,,,,No
11275.png,130,72,,,,90,89,,,,No
11276.png,126,,,,,87,,,,,No
11277.png,79,125,96,,,89,89,78,,,No
11278.png,127,76,,,,90,89,,,,No
11280.png,100,124,,,,125,89,,,,No
11281.png,73,,,,,85,,,,,No
11282.png,97,125,73,,,122,88,87,,,No
11283.png,86,75,,,,146,84,,,,No
11284.png,80,126,75,,,90,92,90,,,No
11285.png,126,75,89,,,88,88,139,,,No
11286.png,127,75,,,,90,90,,,,No
11287.png,76,128,66,,,90,89,89,,,No
11288.png,127,84,74,,,88,92,88,,,No
11289.png,128,79,79,,,87,89,142,,,No
11290.png,124,78,,,,91,89,,,,No
11291.png,76,125,102,,,89,89,141,,,No
11292.png,77,126,,,,88,90,,,,No
11293.png,74,127,100,90,,87,89,22,142,,No
11294.png,126,120,,,,90,79,,,,No
11295.png,120,,,,,86,,,,,No
11296.png,126,75,123,,,91,87,81,,,No
11297.png,126,77,,,,88,90,,,,No
11298.png,78,127,,,,87,89,,,,No
11299.png,125,99,76,,,89,178,87,,,No
11300.png,79,127,113,85,,91,87,140,141,,No
11301.png,94,76,92,127,134,116,91,140,86,73,No
11302.png,126,75,116,,,89,90,78,,,No
11303.png,126,77,112,88,,91,90,173,162,,No
11304.png,75,128,83,117,,90,89,140,141,,No
11305.png,127,104,73,,,89,123,86,,,No
11306.png,77,127,80,117,,91,91,137,138,,No
11307.png,86,74,,,,148,83,,,,No
11308.png,104,128,,,,128,89,,,,No
11309.png,74,126,82,,,88,88,144,,,No
11311.png,119,,,,,86,,,,,No
11312.png,75,126,,,,146,89,,,,No
11313.png,122,,,,,91,,,,,No
11314.png,78,128,79,,,139,90,87,,,No
11315.png,126,112,77,94,,88,148,87,145,,No
11316.png,100,128,72,,,128,89,92,,,No
11317.png,127,79,79,91,74,90,93,136,140,88,No
11318.png,126,76,101,,,89,88,142,,,No
11319.png,130,77,,,,90,91,,,,No
11320.png,123,75,,,,89,91,,,,No
11321.png,127,74,,,,88,89,,,,No
11322.png,75,126,,,,90,89,,,,No
11323.png,81,,,,,137,,,,,No
11324.png,76,126,100,,,90,90,132,,,No
11325.png,80,127,76,,,136,89,90,,,No
11326.png,131,,,,,79,,,,,No
11327.png,127,75,,,,88,88,,,,No
11328.png,81,126,,,,90,88,,,,No
11329.png,128,76,79,,,90,88,137,,,No
11330.png,79,126,,,,90,86,,,,No
11331.png,100,126,77,99,,115,87,88,134,,No
11332.png,127,76,82,,,89,89,136,,,No
11333.png,125,72,85,,,89,90,141,,,No
11334.png,127,79,72,138,,90,89,139,89,,No
11335.png,82,104,,,,89,140,,,,No
11336.png,77,126,,,,88,89,,,,No
11337.png,76,125,,,,89,88,,,,No
11339.png,128,23,75,,,90,121,89,,,No
11340.png,107,130,76,,,22,85,86,,,No
11341.png,77,128,84,100,,90,89,142,146,,No
11342.png,77,126,125,,,90,88,75,,,No
11343.png,128,83,,,,91,139,,,,No
11344.png,84,76,127,115,,140,88,88,139,,No
11345.png,128,75,97,116,,90,91,163,77,,No
11346.png,127,77,112,,,87,88,79,,,No
11347.png,128,87,96,,,86,109,134,,,No
11348.png,127,76,,,,90,89,,,,No
11349.png,86,,,,,77,,,,,No
11350.png,120,81,106,,,90,89,142,,,No
11351.png,124,78,,,,89,87,,,,No
11352.png,75,,,,,85,,,,,No
11353.png,125,81,,,,88,137,,,,No
11354.png,127,,,,,89,,,,,No
11356.png,85,126,76,,,144,89,90,,,No
11357.png,76,127,106,121,,89,88,117,73,,No
11358.png,127,80,,,,90,91,,,,No
11359.png,77,128,,,,92,89,,,,No
11360.png,125,76,,,,88,86,,,,No
11361.png,126,76,,,,87,87,,,,No
11362.png,128,76,,,,90,91,,,,No
11363.png,76,127,,,,87,86,,,,No
11364.png,127,75,85,95,,88,90,90,145,,No
11365.png,107,78,127,100,101,15,87,87,29,140,No
11366.png,75,127,88,,,90,88,149,,,No
11367.png,127,76,65,,,88,88,88,,,No
11368.png,126,76,,,,91,89,,,,No
11369.png,125,76,,,,88,89,,,,No
11370.png,126,76,84,116,71,90,90,135,135,161,No
11371.png,81,127,81,119,,88,91,144,88,,No
11372.png,76,125,109,,,90,87,136,,,No
11373.png,127,76,90,95,,90,91,132,130,,No
11374.png,128,111,78,,,87,145,89,,,No
11375.png,128,83,,,,93,139,,,,No
11376.png,82,128,113,88,,87,88,145,86,,No
11377.png,76,127,100,,,90,87,152,,,No
11378.png,127,74,79,93,,89,88,139,32,,No
11379.png,129,77,,,,86,89,,,,No
11380.png,126,74,,,,89,86,,,,No
11381.png,127,79,,,,90,87,,,,No
11382.png,131,82,,,,90,88,,,,No
11383.png,127,76,92,,,88,89,134,,,No
11384.png,126,77,,,,90,88,,,,No
11385.png,120,118,,,,89,72,,,,No
11387.png,123,,,,,89,,,,,No
11388.png,126,77,101,,,89,89,139,,,No
11389.png,128,,,,,91,,,,,No
11390.png,122,,,,,85,,,,,No
11391.png,78,124,24,100,,89,88,174,141,,No
11392.png,94,122,79,,,146,88,90,,,No
11393.png,79,,,,,88,,,,,No
11394.png,77,127,81,114,66,88,87,140,140,82,No
11395.png,73,91,125,,,91,138,87,,,No
11396.png,87,115,,,,81,83,,,,No
11397.png,86,125,76,,,123,88,91,,,No
11398.png,80,125,,,,88,90,,,,No
11399.png,75,128,83,,,90,92,135,,,No
11400.png,77,127,103,,,90,88,132,,,No
11401.png,76,126,,,,89,88,,,,No
11402.png,76,125,81,,,91,87,160,,,No
11403.png,78,128,117,,,89,89,137,,,No
11404.png,127,,,,,89,,,,,No
11405.png,126,80,76,,,89,136,88,,,No
11407.png,128,78,117,,,90,89,80,,,No
11408.png,81,122,95,,,89,88,141,,,No
11409.png,73,125,,,,88,87,,,,No
11410.png,76,127,,,,89,88,,,,No
11411.png,128,75,81,,,87,90,144,,,No
11412.png,76,87,126,,,87,147,91,,,No
11413.png,75,126,,,,89,89,,,,No
11414.png,126,75,116,,,89,90,136,,,No
11415.png,128,,,,,90,,,,,No
11416.png,127,81,77,,,90,141,88,,,No
11417.png,126,75,,,,89,88,,,,No
11418.png,128,,,,,90,,,,,No
11419.png,124,,,,,88,,,,,No
11420.png,128,,,,,90,,,,,No
11421.png,126,73,,,,89,89,,,,No
11422.png,127,75,,,,90,89,,,,No
11423.png,102,72,,,,170,86,,,,No
11424.png,126,76,,,,89,91,,,,No
11427.png,74,123,,,,88,86,,,,No
11428.png,79,125,,,,89,89,,,,No
11429.png,127,73,,,,89,91,,,,No
11430.png,82,118,127,74,,136,137,86,86,,No
11431.png,77,126,,,,88,89,,,,No
11432.png,127,42,75,,,89,52,91,,,No
11433.png,77,127,82,,,88,87,143,,,No
11434.png,129,77,,,,90,88,,,,No
11435.png,185,126,76,83,,146,88,87,29,,No
11436.png,83,70,,,,85,66,,,,No
11437.png,127,,,,,72,,,,,No
11438.png,78,127,103,,,87,86,141,,,No
11439.png,123,106,119,,,88,143,72,,,No
11440.png,78,125,,,,139,87,,,,No
11441.png,96,126,77,,,157,88,89,,,No
11442.png,101,84,,,,142,87,,,,No
11443.png,126,79,,,,90,90,,,,No
11444.png,84,127,77,,,146,85,89,,,No
11445.png,126,73,111,86,,90,91,133,134,,No
11446.png,75,109,125,,,88,120,89,,,No
11447.png,129,76,79,81,,89,91,141,78,,No
11448.png,81,97,122,,,91,117,87,,,No
11449.png,82,114,126,83,,141,142,91,80,,No
11450.png,127,97,75,,,90,151,88,,,No
11451.png,81,76,126,,,143,89,89,,,No
11452.png,124,75,,,,88,89,,,,No
11453.png,127,79,,,,88,87,,,,No
11455.png,127,76,120,82,,89,90,137,136,,No
11457.png,75,126,,,,89,89,,,,No
11458.png,128,117,77,,,89,136,90,,,No
11459.png,108,126,75,,,118,88,91,,,No
11460.png,79,123,,,,91,91,,,,No
11461.png,75,126,,,,89,89,,,,No
11462.png,126,77,16,97,,86,89,42,140,,No
11463.png,76,,,,,71,,,,,No
11464.png,126,75,93,119,,88,89,158,146,,No
11465.png,127,93,78,100,,90,122,89,153,,No
11466.png,128,96,77,,,87,132,89,,,No
11467.png,127,105,91,,,90,137,71,,,No
11468.png,125,97,77,,,92,117,87,,,No
11469.png,126,79,,,,86,88,,,,No
11470.png,121,,,,,90,,,,,No
11471.png,96,80,120,,,126,90,86,,,No
11473.png,127,98,,,,87,146,,,,No
11474.png,128,77,88,104,,89,87,80,139,,No
11476.png,78,128,,,,88,88,,,,No
11477.png,127,77,101,,,88,90,134,,,No
11478.png,128,67,,,,88,88,,,,No
11479.png,128,77,97,,,88,87,155,,,No
11480.png,77,126,98,66,,90,88,156,77,,No
11481.png,128,123,76,80,117,90,137,90,135,82,No
11482.png,127,,,,,90,,,,,No
11483.png,76,126,84,,,90,91,136,,,No
11484.png,127,74,,,,87,87,,,,No
11485.png,126,74,,,,89,90,,,,No
11486.png,75,126,112,,,90,88,135,,,No
11487.png,128,76,,,,87,90,,,,No
11488.png,77,128,66,101,,90,90,88,143,,No
11490.png,128,77,,,,90,90,,,,No
11491.png,91,77,127,,,126,90,91,,,No
11492.png,85,,,,,143,,,,,No
11493.png,97,75,125,,,124,86,90,,,No
11494.png,126,79,,,,90,89,,,,No
11495.png,124,75,93,102,,87,89,151,135,,No
11496.png,77,136,125,101,,88,181,87,138,,No
11497.png,126,75,,,,91,90,,,,No
11498.png,78,124,,,,89,88,,,,No
11499.png,127,74,,,,87,89,,,,No
11500.png,126,75,,,,87,88,,,,No
11502.png,78,127,,,,91,89,,,,No
11503.png,79,126,,,,89,88,,,,No
11504.png,127,77,,,,89,86,,,,No
11505.png,82,122,,,,87,90,,,,No
11506.png,127,77,,,,89,86,,,,No
11507.png,126,74,,,,87,88,,,,No
11508.png,127,112,74,,,90,13,89,,,No
11509.png,76,125,102,123,,90,89,138,72,,No
11510.png,126,,,,,91,,,,,No
11511.png,84,131,126,,,144,78,96,,,No
11512.png,114,,,,,84,,,,,No
11513.png,74,126,,,,90,90,,,,No
11514.png,86,115,130,,,135,135,92,,,No
11515.png,126,75,,,,89,90,,,,No
11516.png,75,127,35,,,89,90,54,,,No
11517.png,126,74,,,,90,89,,,,No
11518.png,76,125,,,,89,89,,,,No
11519.png,124,,,,,89,,,,,No
11520.png,73,127,,,,90,89,,,,No
11521.png,73,121,126,,,142,144,90,,,No
11522.png,127,74,,,,88,89,,,,No
11524.png,76,128,101,,,91,86,140,,,No
11525.png,77,123,104,,,89,88,142,,,No
11526.png,76,127,117,84,,89,90,139,137,,No
11527.png,126,78,,,,86,90,,,,No
11528.png,83,,,,,141,,,,,No
11529.png,125,79,110,75,,88,135,134,90,,No
11530.png,127,127,95,,,88,65,137,,,No
11531.png,75,127,76,,,87,88,73,,,No
11532.png,127,82,,,,90,91,,,,No
11533.png,126,,,,,89,,,,,No
11534.png,77,126,92,,,89,89,89,,,No
11535.png,126,76,84,,,88,89,142,,,No
11536.png,127,81,76,69,,89,134,90,77,,No
11537.png,79,121,,,,90,88,,,,No
11538.png,128,,,,,90,,,,,No
11539.png,126,,,,,90,,,,,No
11540.png,127,76,84,114,,88,89,144,144,,No
11541.png,101,80,126,74,111,125,141,89,87,120,No
11542.png,126,100,75,86,,88,147,86,66,,No
11543.png,68,81,78,127,104,90,137,91,91,80,No
11544.png,125,82,88,,,88,91,143,,,No
11545.png,118,104,,,,81,144,,,,No
11546.png,127,76,,,,89,89,,,,No
11547.png,127,82,,,,90,90,,,,No
11548.png,76,126,,,,88,90,,,,No
11549.png,127,76,,,,85,90,,,,No
11550.png,126,,,,,74,,,,,No
11551.png,79,,,,,88,,,,,No
11552.png,126,78,,,,89,89,,,,No
11553.png,47,,,,,170,,,,,No
11554.png,76,126,,,,91,90,,,,No
11556.png,126,85,,,,89,137,,,,No
11557.png,76,125,112,,,88,89,142,,,No
11558.png,80,123,,,,91,86,,,,No
11559.png,127,76,,,,86,88,,,,No
11560.png,125,,,,,90,,,,,No
11561.png,127,74,,,,90,90,,,,No
11562.png,84,119,109,,,141,139,116,,,No
11563.png,124,,,,,89,,,,,No
11564.png,77,99,128,,,88,168,87,,,No
11565.png,124,79,97,,,87,91,142,,,No
11566.png,127,76,,,,90,88,,,,No
11567.png,129,93,109,,,91,140,138,,,No
11568.png,125,72,,,,89,91,,,,No
11569.png,124,79,70,,,87,88,86,,,No
11570.png,75,127,111,,,88,88,143,,,No
11571.png,105,126,111,,,110,88,81,,,No
11572.png,127,73,119,,,88,89,71,,,No
11574.png,13,73,126,97,,11,89,88,144,,No
11575.png,79,126,,,,91,90,,,,No
11576.png,78,125,111,121,,88,87,142,76,,No
11577.png,75,127,,,,90,90,,,,No
11578.png,76,126,,,,89,88,,,,No
11579.png,119,89,96,,,86,125,138,,,No
11580.png,86,98,107,,,90,127,24,,,No
11581.png,127,78,,,,88,88,,,,No
11582.png,127,75,,,,91,87,,,,No
11583.png,126,115,,,,92,136,,,,No
11584.png,126,77,,,,89,90,,,,No
11585.png,120,82,101,,,88,89,143,,,No
11587.png,126,78,,,,89,90,,,,No
11588.png,124,82,97,,,86,89,140,,,No
11589.png,127,102,,,,89,142,,,,No
11590.png,85,99,,,,87,143,,,,No
11591.png,82,,,,,75,,,,,No
11592.png,127,76,80,,,88,88,134,,,No
11593.png,75,127,83,116,,88,88,142,141,,No
11594.png,126,78,84,115,,90,91,135,135,,No
11595.png,77,126,89,,,90,88,145,,,No
11596.png,124,90,,,,89,85,,,,No
11597.png,75,128,,,,90,88,,,,No
11598.png,79,28,124,,,87,117,88,,,No
11599.png,75,128,110,,,88,89,141,,,No
11600.png,127,76,,,,89,88,,,,No
11601.png,76,104,128,,,91,147,87,,,No
11602.png,127,78,,,,85,91,,,,No
11603.png,125,,,,,87,,,,,No
11604.png,126,81,,,,90,87,,,,No
11605.png,78,127,98,102,,90,88,131,154,,No
11606.png,76,128,69,72,,89,90,74,30,,No
11607.png,122,,,,,88,,,,,No
11608.png,98,116,109,,,133,89,148,,,No
11609.png,75,125,97,,,91,87,138,,,No
11610.png,128,,,,,90,,,,,No
11611.png,127,,,,,87,,,,,No
11612.png,76,127,88,113,,90,89,124,143,,No
11613.png,123,84,,,,90,87,,,,No
11614.png,127,79,76,,,89,143,88,,,No
11615.png,126,84,,,,90,142,,,,No
11617.png,127,76,98,73,,89,88,154,80,,No
11618.png,129,71,,,,83,87,,,,No
11619.png,126,74,,,,90,89,,,,No
11620.png,127,84,,,,88,141,,,,No
11621.png,128,81,75,118,,89,141,90,140,,No
11622.png,127,74,,,,88,87,,,,No
11623.png,76,126,113,83,102,88,87,142,70,140,No
11624.png,107,78,124,,,127,89,89,,,No
11625.png,75,,,,,88,,,,,No
11626.png,77,127,,,,89,87,,,,No
11627.png,75,126,48,,,89,88,45,,,No
11628.png,77,126,,,,89,88,,,,No
11629.png,128,76,,,,90,89,,,,No
11630.png,11,75,126,,,64,90,91,,,No
11631.png,75,126,77,,,89,89,80,,,No
11632.png,125,76,84,97,,89,89,89,121,,No
11633.png,127,,,,,90,,,,,No
11634.png,126,75,95,,,90,87,125,,,No
11635.png,127,76,,,,87,90,,,,No
11636.png,125,73,76,84,,88,28,90,136,,No
11637.png,122,99,122,,,86,138,68,,,No
11638.png,129,78,,,,89,89,,,,No
11639.png,75,126,,,,90,89,,,,No
11640.png,125,87,79,,,90,147,87,,,No
11641.png,22,126,,,,189,90,,,,No
11643.png,126,,,,,86,,,,,No
11644.png,73,126,,,,88,88,,,,No
11645.png,78,126,83,114,,89,89,140,140,,No
11646.png,120,,,,,90,,,,,No
11647.png,126,80,,,,89,74,,,,No
11648.png,127,94,75,,,88,121,88,,,No
11649.png,127,77,,,,91,92,,,,No
11650.png,125,75,,,,90,86,,,,No
11651.png,126,97,74,101,,91,119,89,138,,No
11652.png,24,78,124,,,58,139,88,,,No
11653.png,72,126,,,,89,88,,,,No
11654.png,127,73,120,,,89,84,80,,,No
11655.png,75,127,82,,,89,89,137,,,No
11656.png,75,14,126,,,88,27,89,,,No
11657.png,126,75,95,,,88,88,120,,,No
11658.png,80,128,79,,,137,88,91,,,No
11659.png,101,127,78,109,,127,88,91,143,,No
11660.png,74,129,,,,89,89,,,,No
11661.png,127,74,81,115,,90,89,134,132,,No
11662.png,77,124,,,,89,90,,,,No
11663.png,125,74,,,,89,90,,,,No
11664.png,75,126,84,,,88,90,138,,,No
11665.png,75,126,111,90,,89,88,139,142,,No
11666.png,128,74,86,,,90,89,142,,,No
11667.png,126,,,,,89,,,,,No
11668.png,127,100,76,,,88,137,89,,,No
11669.png,72,122,,,,89,92,,,,No
11670.png,127,78,,,,87,85,,,,No
11671.png,76,127,,,,91,91,,,,No
11672.png,127,107,115,22,,86,139,70,39,,No
11673.png,128,74,,,,89,87,,,,No
11674.png,74,128,119,,,90,89,74,,,No
11675.png,125,,,,,86,,,,,No
11676.png,76,126,86,104,,89,90,145,74,,No
11677.png,125,78,,,,88,87,,,,No
11678.png,125,77,,,,87,84,,,,No
11679.png,128,77,,,,90,88,,,,No
11680.png,94,126,75,,,120,90,88,,,No
11681.png,128,78,,,,91,90,,,,No
11682.png,125,74,,,,89,88,,,,No
11683.png,128,80,,,,87,87,,,,No
11684.png,127,96,77,99,,89,137,88,162,,No
11686.png,126,76,116,,,89,89,148,,,No
11687.png,77,124,,,,88,90,,,,No
11689.png,80,129,,,,88,85,,,,No
11690.png,74,81,126,,,88,136,88,,,No
11691.png,78,127,,,,87,85,,,,No
11692.png,127,76,,,,90,89,,,,No
11693.png,126,76,,,,89,90,,,,No
11694.png,128,77,87,,,86,86,143,,,No
11695.png,73,126,,,,91,89,,,,No
11696.png,78,,,,,90,,,,,No
11697.png,127,76,105,,,87,89,139,,,No
11698.png,125,82,,,,89,89,,,,No
11699.png,76,126,,,,87,88,,,,No
11700.png,128,78,,,,91,91,,,,No
11702.png,143,106,122,,,177,146,86,,,No
11703.png,76,126,80,73,,88,89,139,72,,No
11704.png,76,123,,,,88,86,,,,No
11705.png,126,109,,,,87,137,,,,No
11706.png,128,77,,,,87,89,,,,No
11707.png,125,100,,,,91,34,,,,No
11708.png,72,111,125,,,97,144,87,,,No
11710.png,82,128,74,,,90,90,90,,,No
11711.png,127,63,77,,,87,93,90,,,No
11712.png,77,80,124,,,91,135,93,,,No
11713.png,76,123,,,,91,91,,,,No
11714.png,129,,,,,92,,,,,No
11715.png,121,,,,,87,,,,,No
11716.png,126,76,116,83,,90,89,139,139,,No
11718.png,125,76,92,82,,89,90,121,136,,No
11719.png,126,76,100,,,87,88,140,,,No
11720.png,78,128,100,,,88,88,143,,,No
11721.png,120,127,73,,,140,89,88,,,No
11722.png,127,128,,,,88,69,,,,No
11723.png,126,77,,,,90,88,,,,No
11724.png,189,81,124,,,76,88,88,,,No
11725.png,96,,,,,21,,,,,No
11726.png,76,128,,,,88,88,,,,No
11727.png,78,119,102,25,,87,88,143,57,,No
11728.png,128,76,,,,89,88,,,,No
11729.png,128,81,92,,,89,87,141,,,No
11730.png,78,129,73,,,137,90,86,,,No
11731.png,128,77,,,,88,90,,,,No
11732.png,124,,,,,90,,,,,No
11734.png,76,126,67,,,89,88,89,,,No
11735.png,119,75,127,,,135,91,90,,,No
11736.png,97,122,74,,,143,87,87,,,No
11737.png,94,127,77,86,,126,88,89,144,,No
11738.png,121,100,79,105,,85,153,90,138,,No
11739.png,127,77,,,,89,90,,,,No
11740.png,127,74,114,,,89,87,144,,,No
11741.png,99,122,87,76,70,122,140,143,89,82,No
11742.png,127,74,,,,88,89,,,,No
11743.png,77,125,103,,,88,88,135,,,No
11744.png,82,75,,,,139,85,,,,No
11745.png,127,25,77,,,90,108,88,,,No
11746.png,128,,,,,86,,,,,No
11747.png,125,77,,,,91,88,,,,No
11748.png,127,76,,,,89,89,,,,No
11749.png,128,76,97,,,88,88,137,,,No
11750.png,124,82,,,,91,88,,,,No
11751.png,124,75,,,,89,90,,,,No
11752.png,126,100,,,,87,143,,,,No
11753.png,125,119,73,,,88,142,90,,,No
11754.png,126,97,78,86,,87,151,88,66,,No
11755.png,123,72,,,,92,88,,,,No
11756.png,128,74,,,,89,90,,,,No
11757.png,125,74,83,,,88,91,146,,,No
11758.png,72,123,,,,90,92,,,,No
11759.png,127,,,,,89,,,,,No
11760.png,127,77,82,,,90,89,135,,,No
11761.png,128,77,114,,,90,89,133,,,No
11763.png,125,78,,,,90,90,,,,No
11764.png,75,122,111,,,88,83,140,,,No
